,Course,Course Title,School,School Code,Department Name,Course Subject,Course Number,Average GPA,Total Grades,Level,Weeder,weeded%,Easy A,A%
492,EARTH 122,Extreme Weather,"Literature, Science & the Arts",LSA,Earth and Environmental Sciences,EARTH,122,3.51423487544484,281,100.0,False,1.7793594306049825,False,65.12455516014235
493,EARTH 125,Evol & Extinction,"Literature, Science & the Arts",LSA,Earth and Environmental Sciences,EARTH,125,3.3803571428571426,112,100.0,True,7.142857142857142,False,63.39285714285714
494,EARTH 201,Introduction to Environmental Science and Geography,"Literature, Science & the Arts",LSA,Earth and Environmental Sciences,EARTH,201,3.7422222222222223,135,200.0,False,0.7407407407407408,False,80.74074074074075
495,EARTH 205,Earth:Dyn Planet,"Literature, Science & the Arts",LSA,Earth and Environmental Sciences,EARTH,205,3.1565217391304343,138,200.0,False,4.3478260869565215,False,37.68115942028986
496,EARTH 222,Introductory Oceanography,"Literature, Science & the Arts",LSA,Earth and Environmental Sciences,EARTH,222,3.469574468085106,470,200.0,False,2.127659574468085,False,62.76595744680851
497,EARTH 223,"Introductory Oceanography, Laboratory","Literature, Science & the Arts",LSA,Earth and Environmental Sciences,EARTH,223,3.8312169312169315,189,200.0,False,0.5291005291005291,False,89.94708994708994
498,EARTH 255,Earth and Space Sciences for Elementary School Educators,"Literature, Science & the Arts",LSA,Earth and Environmental Sciences,EARTH,255,3.479411764705883,68,200.0,False,2.941176470588235,False,61.76470588235294
499,EARTH 277,Water in the 21st Century,"Literature, Science & the Arts",LSA,Earth and Environmental Sciences,EARTH,277,3.5829268292682923,41,200.0,False,0.0,False,63.41463414634146
500,EARTH 284,Environmental Geology,"Literature, Science & the Arts",LSA,Earth and Environmental Sciences,EARTH,284,3.5445652173913045,92,200.0,False,2.1739130434782608,False,60.86956521739131
501,EARTH 305,Earth's Surface and Sediments,"Literature, Science & the Arts",LSA,Earth and Environmental Sciences,EARTH,305,3.2518518518518515,54,300.0,False,1.8518518518518516,False,31.48148148148148
502,EARTH 331,Climate and Climate Change,"Literature, Science & the Arts",LSA,Earth and Environmental Sciences,EARTH,331,3.0972727272727276,110,300.0,False,5.454545454545454,False,36.36363636363637
503,EARTH 351,Earth Structure,"Literature, Science & the Arts",LSA,Earth and Environmental Sciences,EARTH,351,3.089189189189189,37,300.0,False,10.81081081081081,False,40.54054054054054
504,EARTH 380,"Mineral Resources, Economics, and the Environment","Literature, Science & the Arts",LSA,Earth and Environmental Sciences,EARTH,380,3.3289940828402362,169,300.0,False,4.733727810650888,False,50.887573964497044
505,ECON 101,Principles of Economics I,"Literature, Science & the Arts",LSA,Economics Department,ECON,101,3.0925461511668413,5742,100.0,True,7.59317311041449,False,38.26192964123998
506,ECON 102,Principles of Economics II,"Literature, Science & the Arts",LSA,Economics Department,ECON,102,3.0396996534462843,2597,100.0,True,7.585675779745861,False,35.46399691952253
507,ECON 251,Introduction to Statistics and Econometrics II,"Literature, Science & the Arts",LSA,Economics Department,ECON,251,3.1135504201680675,952,200.0,True,5.987394957983193,False,36.554621848739494
508,ECON 310,Money and Banking,"Literature, Science & the Arts",LSA,Economics Department,ECON,310,3.143628185907046,667,300.0,False,3.4482758620689653,False,39.280359820089956
509,ECON 320,Survey of Labor Economics,"Literature, Science & the Arts",LSA,Economics Department,ECON,320,2.9859922178988327,257,300.0,False,10.505836575875486,False,38.13229571984436
510,ECON 323,Economics and Gender,"Literature, Science & the Arts",LSA,Economics Department,ECON,323,3.1544117647058822,68,300.0,False,2.941176470588235,False,33.82352941176471
511,ECON 325,Econ of Education,"Literature, Science & the Arts",LSA,Economics Department,ECON,325,3.1468965517241374,145,300.0,False,6.896551724137931,False,38.62068965517241
512,ECON 330,American Industries,"Literature, Science & the Arts",LSA,Economics Department,ECON,330,3.4212389380530976,113,300.0,False,0.0,False,45.13274336283185
513,ECON 340,International Economics,"Literature, Science & the Arts",LSA,Economics Department,ECON,340,2.6122270742358076,229,300.0,False,17.903930131004365,False,19.213973799126638
514,ECON 370,Environmental and Resource Economics,"Literature, Science & the Arts",LSA,Economics Department,ECON,370,3.16829268292683,533,300.0,False,4.315196998123827,False,40.33771106941838
515,ECON 396,Topics in Macroecon,"Literature, Science & the Arts",LSA,Economics Department,ECON,396,3.1590909090909083,286,300.0,False,3.146853146853147,False,33.56643356643357
516,ECON 401,Intermediate Microeconomic Theory,"Literature, Science & the Arts",LSA,Economics Department,ECON,401,2.8322246858832223,1353,400.0,False,14.486326681448633,False,28.898743532889874
517,ECON 402,Intermediate Macroeconomic Theory,"Literature, Science & the Arts",LSA,Economics Department,ECON,402,3.265787079162875,1099,400.0,False,5.004549590536852,False,48.22565969062784
518,ECON 409,Game Theory,"Literature, Science & the Arts",LSA,Economics Department,ECON,409,3.192123287671233,292,400.0,False,6.506849315068493,False,46.57534246575342
519,ECON 411,Monetary and Financial Theory,"Literature, Science & the Arts",LSA,Economics Department,ECON,411,3.341935483870968,31,400.0,False,3.225806451612903,False,61.29032258064516
520,ECON 412,Topics in Macroeconomics,"Literature, Science & the Arts",LSA,Economics Department,ECON,412,3.6363636363636362,33,400.0,False,0.0,False,63.63636363636363
521,ECON 421,Labor Economics I,"Literature, Science & the Arts",LSA,Economics Department,ECON,421,3.3895522388059707,134,400.0,False,0.0,False,41.7910447761194
522,ECON 422,Personnel Economics,"Literature, Science & the Arts",LSA,Economics Department,ECON,422,3.121212121212121,33,400.0,False,6.0606060606060606,False,33.33333333333333
523,ECON 429,Migration Economics and Policy,"Literature, Science & the Arts",LSA,Economics Department,ECON,429,3.3581818181818184,55,400.0,False,0.0,False,47.27272727272727
524,ECON 431,Industrial Organization and Performance,"Literature, Science & the Arts",LSA,Economics Department,ECON,431,3.090686274509804,204,400.0,False,4.901960784313726,False,30.392156862745097
525,ECON 435,Financial Economics,"Literature, Science & the Arts",LSA,Economics Department,ECON,435,3.710273972602739,292,400.0,False,0.684931506849315,False,76.36986301369863
526,ECON 437,Energy Econ,"Literature, Science & the Arts",LSA,Economics Department,ECON,437,3.292063492063492,63,400.0,False,3.1746031746031744,False,42.857142857142854
527,ECON 441,International Trade Theory,"Literature, Science & the Arts",LSA,Economics Department,ECON,441,3.5278761061946904,226,400.0,False,1.3274336283185841,False,58.4070796460177
528,ECON 442,International Finance,"Literature, Science & the Arts",LSA,Economics Department,ECON,442,3.3607142857142858,196,400.0,False,2.5510204081632653,False,47.95918367346938
529,ECON 444,The European Economy,"Literature, Science & the Arts",LSA,Economics Department,ECON,444,3.41551724137931,232,400.0,False,0.0,False,46.98275862068966
530,ECON 451,Comparative Analysis of Economic Systems,"Literature, Science & the Arts",LSA,Economics Department,ECON,451,3.3375,136,400.0,False,8.088235294117647,False,59.55882352941176
531,ECON 452,Intermediate Introduction to Statistics and Econometrics II,"Literature, Science & the Arts",LSA,Economics Department,ECON,452,3.232926829268293,246,400.0,False,5.691056910569105,False,43.49593495934959
532,ECON 461,Econ Development I,"Literature, Science & the Arts",LSA,Economics Department,ECON,461,3.269230769230769,104,400.0,False,0.0,False,33.65384615384615
533,ECON 466,Econ of Population,"Literature, Science & the Arts",LSA,Economics Department,ECON,466,3.073846153846154,65,400.0,False,0.0,False,32.30769230769231
534,ECON 472,Interm N R Econ,"Literature, Science & the Arts",LSA,Economics Department,ECON,472,3.375,60,400.0,False,0.0,False,51.66666666666667
535,ECON 481,Government Expenditures,"Literature, Science & the Arts",LSA,Economics Department,ECON,481,3.495454545454545,132,400.0,False,6.0606060606060606,False,65.9090909090909
536,ECON 485,Law and Economics,"Literature, Science & the Arts",LSA,Economics Department,ECON,485,3.34375,144,400.0,False,1.3888888888888888,False,45.13888888888889
537,ECON 490,Topics in Microeconomics,"Literature, Science & the Arts",LSA,Economics Department,ECON,490,3.51842105263158,722,400.0,False,0.8310249307479225,False,57.75623268698061
538,ECON 491,The History of the American Economy,"Literature, Science & the Arts",LSA,Economics Department,ECON,491,3.3195876288659796,97,400.0,False,5.154639175257731,False,49.48453608247423
539,ECON 500,Quantitative Methods,"Literature, Science & the Arts",LSA,Economics Department,ECON,500,3.751136363636363,88,500.0,False,0.0,False,76.13636363636364
540,ECON 501,Microeconomic Theory,"Literature, Science & the Arts",LSA,Economics Department,ECON,501,3.747826086956522,92,500.0,False,0.0,False,79.34782608695652
541,ECON 502,Appl Macroeconomics,"Literature, Science & the Arts",LSA,Economics Department,ECON,502,3.4843137254901966,102,500.0,False,0.0,False,49.01960784313725
542,ECON 503,Probability and Mathematical Statistics,"Literature, Science & the Arts",LSA,Economics Department,ECON,503,3.758426966292135,89,500.0,False,0.0,False,77.52808988764045
543,ECON 504,Econometrics for Applied Economics II,"Literature, Science & the Arts",LSA,Economics Department,ECON,504,3.4673684210526314,95,500.0,False,0.0,False,50.526315789473685
544,ECON 600,Math for Economists,"Literature, Science & the Arts",LSA,Economics Department,ECON,600,3.9333333333333336,78,600.0,False,0.0,True,94.87179487179486
545,ECON 601,Microeconomic Theory I,"Literature, Science & the Arts",LSA,Economics Department,ECON,601,3.6750000000000003,92,600.0,False,0.0,False,68.47826086956522
546,ECON 602,Microeconomic Theory II,"Literature, Science & the Arts",LSA,Economics Department,ECON,602,3.7698795180722895,83,600.0,False,0.0,False,83.13253012048193
547,ECON 603,Microeconomic Theory III,"Literature, Science & the Arts",LSA,Economics Department,ECON,603,3.725555555555555,90,600.0,False,0.0,False,82.22222222222221
548,ECON 604,Microeconomic Theory IV,"Literature, Science & the Arts",LSA,Economics Department,ECON,604,3.685135135135135,74,600.0,False,0.0,False,68.91891891891892
549,ECON 605,Macroeconomic Theory I,"Literature, Science & the Arts",LSA,Economics Department,ECON,605,3.578125,64,600.0,False,0.0,False,57.8125
550,ECON 607,Macroeconomic Theory II,"Literature, Science & the Arts",LSA,Economics Department,ECON,607,3.5612903225806454,31,600.0,False,0.0,False,58.06451612903226
551,ECON 671,Econometric Analysis I,"Literature, Science & the Arts",LSA,Economics Department,ECON,671,3.228395061728395,81,600.0,False,0.0,False,18.51851851851852
552,ECON 672,Econometric Analysis II,"Literature, Science & the Arts",LSA,Economics Department,ECON,672,3.3947368421052633,38,600.0,False,0.0,False,34.21052631578947
553,ECON 675,Applied Microeconometrics,"Literature, Science & the Arts",LSA,Economics Department,ECON,675,3.6766666666666667,30,600.0,False,0.0,False,66.66666666666666
554,EDUC 118,Introduction to Education:  Schooling and Multicultural Society,Education,EDU,School Of Education,EDUC,118,3.8064777327935224,247,100.0,False,0.4048582995951417,False,88.25910931174089
555,EDUC 212,Hist College Athlet,Education,EDU,School Of Education,EDUC,212,3.766769230769231,325,200.0,False,2.4615384615384617,False,84.0
556,EDUC 303,Prob-Prin Elem Ed,Education,EDU,School Of Education,EDUC,303,3.940259740259741,77,300.0,False,0.0,True,94.8051948051948
557,EDUC 304,Problems and Principles of Secondary Education,Education,EDU,School Of Education,EDUC,304,3.9421875,64,300.0,False,0.0,True,98.4375
558,EDUC 333,Video Games and Learning,Education,EDU,School Of Education,EDUC,333,3.5624031007751937,258,300.0,False,1.1627906976744187,False,69.37984496124031
559,EDUC 362,Michigan Student Caucus,Education,EDU,School Of Education,EDUC,362,3.4682274247491645,299,300.0,False,4.013377926421405,False,64.54849498327759
560,EDUC 391,Ed Psych-Human Dev,Education,EDU,School Of Education,EDUC,391,3.8246153846153845,130,300.0,False,0.0,False,85.38461538461539
561,EDUC 392,Educ Multicult Soc,Education,EDU,School Of Education,EDUC,392,3.9029914529914533,234,300.0,False,0.4273504273504274,False,96.58119658119658
562,EDUC 401,Devel Rdg Wrtg Elem,Education,EDU,School Of Education,EDUC,401,3.8588235294117643,34,400.0,False,0.0,True,91.17647058823529
563,EDUC 402,Rdg Wrtg Content,Education,EDU,School Of Education,EDUC,402,3.888888888888889,189,400.0,False,0.5291005291005291,False,95.23809523809523
564,EDUC 403,Ind Rdg Instr Elem,Education,EDU,School Of Education,EDUC,403,3.907575757575758,66,400.0,False,0.0,True,98.48484848484848
565,EDUC 411,Teaching Elementary School Mathematics,Education,EDU,School Of Education,EDUC,411,3.8515151515151516,66,400.0,False,0.0,False,87.87878787878788
566,EDUC 414,Managing to Teach,Education,EDU,School Of Education,EDUC,414,3.976530612244898,196,400.0,False,0.0,True,99.48979591836735
567,EDUC 415,Children as Sensemakers,Education,EDU,School Of Education,EDUC,415,3.9861538461538464,130,400.0,False,0.0,True,100.0
568,EDUC 416,Teaching with Curriculum Materials,Education,EDU,School Of Education,EDUC,416,3.979411764705883,34,400.0,False,0.0,True,97.05882352941177
569,EDUC 421,Teaching of Science in the Elementary School,Education,EDU,School Of Education,EDUC,421,3.9545454545454546,66,400.0,False,0.0,True,95.45454545454545
570,EDUC 425,Introduction to A2LP I,Education,EDU,School Of Education,EDUC,425,3.9229885057471265,87,400.0,False,1.1494252873563218,False,96.55172413793103
571,EDUC 428,Introduction to A2LP II Spanish,Education,EDU,School Of Education,EDUC,428,3.9,88,400.0,False,0.0,True,92.04545454545455
572,EDUC 431,Tchg Soc St Ele Sch,Education,EDU,School Of Education,EDUC,431,3.9588235294117644,68,400.0,False,0.0,True,98.52941176470588
573,EDUC 443,Teaching Students with Exceptionalities in the General Education Elementary Classroom,Education,EDU,School Of Education,EDUC,443,3.9895833333333335,144,400.0,False,0.0,True,100.0
574,EDUC 444,Teaching with Digital Technologies K-8,Education,EDU,School Of Education,EDUC,444,3.983268482490272,257,400.0,False,0.0,True,98.44357976653697
575,EDUC 445,Exceptionalities6-12,Education,EDU,School Of Education,EDUC,445,3.781506849315068,146,400.0,False,0.0,False,78.76712328767124
576,EDUC 446,Tchg with Tech 6-12,Education,EDU,School Of Education,EDUC,446,3.8322580645161293,62,400.0,False,0.0,False,82.25806451612904
577,EDUC 490,Topics Professional Education,Education,EDU,School Of Education,EDUC,490,3.9306818181818177,88,400.0,False,0.0,True,95.45454545454545
578,EDUC 504,"Teaching with Technology:

This course prepares secondary education students to identify and use technologies that are appropriate for their grade levels and content areas.  A culminating project is required.  Students, in cooperation with field placement mentors, will design an extended unit plan that integrates the use of technology and enact the unit in their classroom placement sites.  Students will be encouraged to critically examine links between the use of various technologies and student learning.",Education,EDU,School Of Education,EDUC,504,3.868484848484848,165,500.0,False,0.0,True,90.30303030303031
579,EDUC 510,Teaching and Learning,Education,EDU,School Of Education,EDUC,510,3.880246913580247,81,500.0,False,0.0,True,95.06172839506173
580,EDUC 511,Records of Practice I,Education,EDU,School Of Education,EDUC,511,3.96,40,500.0,False,0.0,True,97.5
581,EDUC 512,Records Practice II,Education,EDU,School Of Education,EDUC,512,3.914814814814815,81,500.0,False,0.0,True,96.29629629629629
582,EDUC 561,Intro Higher Educ,Education,EDU,School Of Education,EDUC,561,3.7556701030927835,97,500.0,False,0.0,False,87.62886597938144
583,EDUC 591,How We Learn,Education,EDU,School Of Education,EDUC,591,3.8187500000000005,32,500.0,False,0.0,False,87.5
584,EDUC 593,Educational Linguistics,Education,EDU,School Of Education,EDUC,593,3.9786885245901638,61,500.0,False,0.0,True,98.36065573770492
585,EDUC 649,Foundational Perspectives on Educational Reform,Education,EDU,School Of Education,EDUC,649,3.828125,128,600.0,False,0.0,False,87.5
586,EDUC 654,Prob-Prin Sec Ed,Education,EDU,School Of Education,EDUC,654,3.913157894736842,38,600.0,False,0.0,True,92.10526315789474
587,EDUC 695,Research in Educational Practice,Education,EDU,School Of Education,EDUC,695,3.8198198198198194,111,600.0,False,0.0,False,87.38738738738738
588,EDUC 737,Topics Educ Studies,Education,EDU,School Of Education,EDUC,737,3.8835164835164835,91,,False,0.0,True,95.6043956043956
589,EDUC 793,Intr Quant Meth Res,Education,EDU,School Of Education,EDUC,793,3.7162499999999996,80,,False,0.0,False,75.0
590,EEB 341,Parasitology,"Literature, Science & the Arts",LSA,Ecology & Evolutionary Biology,EEB,341,3.1200000000000006,30,300.0,False,10.0,False,40.0
591,EEB 372,General Ecology Laboratory,"Literature, Science & the Arts",LSA,Ecology & Evolutionary Biology,EEB,372,3.841758241758242,91,300.0,False,0.0,False,87.91208791208791
592,EEB 390,Evolution,"Literature, Science & the Arts",LSA,Ecology & Evolutionary Biology,EEB,390,3.408121827411168,394,300.0,False,2.284263959390863,False,55.0761421319797
593,EEB 401,Advanced Topics in Biology,"Literature, Science & the Arts",LSA,Ecology & Evolutionary Biology,EEB,401,3.91549295774648,71,400.0,False,0.0,True,92.95774647887323
594,EEB 485,Population and Community Ecology,"Literature, Science & the Arts",LSA,Ecology & Evolutionary Biology,EEB,485,3.583333333333333,30,400.0,False,0.0,False,66.66666666666666
595,EECS 183,Elementary Programming Concepts,Engineering,ENG,Electrical Engr & Computer Sci,EECS,183,3.363572790845519,3146,100.0,True,5.594405594405594,False,56.96122059758424
596,EECS 203,Discrete Math,Engineering,ENG,Electrical Engr & Computer Sci,EECS,203,2.981515271717573,2521,200.0,True,5.474018246727489,False,26.180087266957557
597,EECS 215,Introduction to Electronic Circuits,Engineering,ENG,Electrical Engr & Computer Sci,EECS,215,3.049746192893401,591,200.0,True,7.4450084602368864,False,36.04060913705584
598,EECS 216,Introduction to Signals and Systems,Engineering,ENG,Electrical Engr & Computer Sci,EECS,216,2.878761061946902,452,200.0,True,9.734513274336283,False,28.98230088495575
599,EECS 230,Electromagnetics I,Engineering,ENG,Electrical Engr & Computer Sci,EECS,230,3.51860465116279,215,200.0,False,0.9302325581395349,False,58.139534883720934
600,EECS 270,Introduction to Logic Design,Engineering,ENG,Electrical Engr & Computer Sci,EECS,270,2.9751456310679614,515,200.0,True,6.601941747572816,False,33.20388349514563
601,EECS 280,Programming and Introductory Data Structures,Engineering,ENG,Electrical Engr & Computer Sci,EECS,280,3.009210095050803,3051,200.0,True,7.27630285152409,False,34.25106522451655
602,EECS 281,Data Structures and Algorithms,Engineering,ENG,Electrical Engr & Computer Sci,EECS,281,3.026354119253528,2197,200.0,True,9.057806099226218,False,37.05052344105599
603,EECS 285,A Programming Language or Computer System,Engineering,ENG,Electrical Engr & Computer Sci,EECS,285,3.5851063829787226,188,200.0,False,4.787234042553192,False,72.3404255319149
604,EECS 301,Probabilistic Methods in Engineering,Engineering,ENG,Electrical Engr & Computer Sci,EECS,301,3.2006896551724138,290,300.0,False,5.172413793103448,False,43.79310344827586
605,EECS 311,Analog Circuits,Engineering,ENG,Electrical Engr & Computer Sci,EECS,311,3.2778801843317975,217,300.0,False,1.3824884792626728,False,45.622119815668206
606,EECS 312,Digital Integrated Circuits,Engineering,ENG,Electrical Engr & Computer Sci,EECS,312,3.4909090909090907,33,300.0,False,0.0,False,48.484848484848484
607,EECS 314,"Electrical Circuits, Systems and Applications",Engineering,ENG,Electrical Engr & Computer Sci,EECS,314,3.7170059880239523,835,300.0,False,0.5988023952095809,False,77.84431137724552
608,EECS 320,Introduction to Semiconductor Devices,Engineering,ENG,Electrical Engr & Computer Sci,EECS,320,3.1623762376237625,303,300.0,False,2.31023102310231,False,33.663366336633665
609,EECS 334,Principles of Optics,Engineering,ENG,Electrical Engr & Computer Sci,EECS,334,3.5837837837837845,74,300.0,False,2.7027027027027026,False,74.32432432432432
610,EECS 351,Introduction to Digital Signal Processing,Engineering,ENG,Electrical Engr & Computer Sci,EECS,351,3.341891891891892,222,300.0,False,2.7027027027027026,False,51.35135135135135
611,EECS 370,Introduction to Computer Organization,Engineering,ENG,Electrical Engr & Computer Sci,EECS,370,3.0224671916010495,1905,300.0,False,4.409448818897638,False,32.965879265091864
612,EECS 373,Design of Microprocessor Based Systems,Engineering,ENG,Electrical Engr & Computer Sci,EECS,373,3.2169642857142855,224,300.0,False,1.7857142857142856,False,41.07142857142857
613,EECS 376,Foundations of Computer Science,Engineering,ENG,Electrical Engr & Computer Sci,EECS,376,2.981573770491803,1525,300.0,False,5.049180327868853,False,24.852459016393443
614,EECS 381,Object Oriented and Advanced Programming,Engineering,ENG,Electrical Engr & Computer Sci,EECS,381,2.695275590551181,127,300.0,False,16.535433070866144,False,24.409448818897637
615,EECS 388,Introduction to Computer Security,Engineering,ENG,Electrical Engr & Computer Sci,EECS,388,3.3882438316400583,1378,300.0,False,0.7256894049346879,False,48.040638606676346
616,EECS 398,Special Topics,Engineering,ENG,Electrical Engr & Computer Sci,EECS,398,3.6708102108768035,901,300.0,False,1.6648168701442843,False,75.24972253052165
617,EECS 402,Computer Programming For Scientists and Engineers,Engineering,ENG,Electrical Engr & Computer Sci,EECS,402,3.72972972972973,111,400.0,False,0.0,False,78.37837837837837
618,EECS 413,Monolith Amplifier Circuits,Engineering,ENG,Electrical Engr & Computer Sci,EECS,413,3.596774193548387,93,400.0,False,1.0752688172043012,False,66.66666666666666
619,EECS 414,"Introduction to MEMS:

Micro electro mechanical systems (MEMS), devices and technologies.  Micromachining and mirofabrication techniques, including planar thin-film processing, silicon etching, wafer bonding, photolithography, deposition, and etching.  Transduction mechanisms and modeling in different energy domains.  Analysis of micromachines capacitive, piezoresistive, and thermal sensors/ actuators and applications.  Computer-aided design for MEMS layout, fabrication, and analysis.",Engineering,ENG,Electrical Engr & Computer Sci,EECS,414,3.546987951807229,83,400.0,False,0.0,False,66.26506024096386
620,EECS 418,Power Electronics,Engineering,ENG,Electrical Engr & Computer Sci,EECS,418,3.516666666666667,36,400.0,False,0.0,False,58.333333333333336
621,EECS 419,Electric Machinery and Drives,Engineering,ENG,Electrical Engr & Computer Sci,EECS,419,3.402941176470588,34,400.0,False,0.0,False,41.17647058823529
622,EECS 427,Very Large Scale Integrated Design I,Engineering,ENG,Electrical Engr & Computer Sci,EECS,427,3.7584415584415583,77,400.0,False,0.0,False,80.51948051948052
623,EECS 441,Mobile App Development for Entrepreneurs,Engineering,ENG,Electrical Engr & Computer Sci,EECS,441,3.8835699797160244,493,400.0,False,0.0,True,94.9290060851927
624,EECS 442,Computer Vision,Engineering,ENG,Electrical Engr & Computer Sci,EECS,442,3.7822274881516584,422,400.0,False,0.9478672985781991,False,85.07109004739335
625,EECS 445,Introduction to Machine Learning,Engineering,ENG,Electrical Engr & Computer Sci,EECS,445,3.4838938053097346,565,400.0,False,0.7079646017699115,False,59.11504424778761
626,EECS 452,Digital Signal Processing Design Laboratory,Engineering,ENG,Electrical Engr & Computer Sci,EECS,452,3.7142857142857144,35,400.0,False,0.0,False,71.42857142857143
627,EECS 455,Wireless Communications Systems,Engineering,ENG,Electrical Engr & Computer Sci,EECS,455,3.51,30,400.0,False,0.0,False,56.666666666666664
628,EECS 460,Control Systems Analysis and Design,Engineering,ENG,Electrical Engr & Computer Sci,EECS,460,3.4232876712328766,292,400.0,False,2.054794520547945,False,51.71232876712328
629,EECS 461,Embedded Control Systems,Engineering,ENG,Electrical Engr & Computer Sci,EECS,461,3.6927745664739877,346,400.0,False,1.1560693641618496,False,76.58959537572254
630,EECS 467,Autonomous Robotics,Engineering,ENG,Electrical Engr & Computer Sci,EECS,467,3.691666666666667,72,400.0,False,0.0,False,73.61111111111111
631,EECS 470,Computer Architecture,Engineering,ENG,Electrical Engr & Computer Sci,EECS,470,3.417277486910995,191,400.0,False,3.664921465968586,False,57.06806282722513
632,EECS 473,Advanced Embedded Systems,Engineering,ENG,Electrical Engr & Computer Sci,EECS,473,3.361682242990654,107,400.0,False,0.0,False,45.794392523364486
633,EECS 475,Introduction to Cryptography,Engineering,ENG,Electrical Engr & Computer Sci,EECS,475,3.1413793103448273,58,400.0,False,5.172413793103448,False,41.37931034482759
634,EECS 477,Introduction to  Algorithms,Engineering,ENG,Electrical Engr & Computer Sci,EECS,477,3.363551401869159,107,400.0,False,0.9345794392523363,False,41.1214953271028
635,EECS 478,Logic Circuit Synthesis and Optimization,Engineering,ENG,Electrical Engr & Computer Sci,EECS,478,3.4129770992366413,131,400.0,False,3.816793893129771,False,54.961832061068705
636,EECS 481,Software Engineering,Engineering,ENG,Electrical Engr & Computer Sci,EECS,481,3.7342948717948716,312,400.0,False,0.9615384615384616,False,81.08974358974359
637,EECS 482,Introduction to Operating Systems,Engineering,ENG,Electrical Engr & Computer Sci,EECS,482,3.1056999999999992,1000,400.0,False,8.0,False,41.199999999999996
638,EECS 483,Compiler Construction,Engineering,ENG,Electrical Engr & Computer Sci,EECS,483,3.3173913043478267,46,400.0,False,0.0,False,50.0
639,EECS 484,Database Management Systems,Engineering,ENG,Electrical Engr & Computer Sci,EECS,484,3.1075324675324674,770,400.0,False,4.285714285714286,False,34.41558441558442
640,EECS 485,Web Database and Information Systems,Engineering,ENG,Electrical Engr & Computer Sci,EECS,485,3.2753834355828224,1304,400.0,False,2.3006134969325154,False,43.25153374233129
641,EECS 486,Informational Retrieval and Web Search,Engineering,ENG,Electrical Engr & Computer Sci,EECS,486,3.3546218487394954,119,400.0,False,1.680672268907563,False,47.89915966386555
642,EECS 489,Comp Networks,Engineering,ENG,Electrical Engr & Computer Sci,EECS,489,3.3770491803278686,122,400.0,False,3.278688524590164,False,50.81967213114754
643,EECS 490,Programming Languages,Engineering,ENG,Electrical Engr & Computer Sci,EECS,490,3.121311475409836,61,400.0,False,8.19672131147541,False,47.540983606557376
644,EECS 492,Introduction to Artificial Intelligence,Engineering,ENG,Electrical Engr & Computer Sci,EECS,492,3.088446969696969,528,400.0,False,5.871212121212121,False,35.41666666666667
645,EECS 493,User Interface Development,Engineering,ENG,Electrical Engr & Computer Sci,EECS,493,3.5184549356223176,233,400.0,False,0.0,False,52.78969957081545
646,EECS 494,Computer Game Design and Development,Engineering,ENG,Electrical Engr & Computer Sci,EECS,494,3.6426778242677824,239,400.0,False,1.2552301255230125,False,71.1297071129707
647,EECS 496,Major Design Experience-Professionalism,Engineering,ENG,Electrical Engr & Computer Sci,EECS,496,3.8316287878787887,1056,400.0,False,0.1893939393939394,False,89.29924242424242
648,EECS 498,Special Topics,Engineering,ENG,Electrical Engr & Computer Sci,EECS,498,3.598557158712542,901,400.0,False,0.9988901220865706,False,68.25749167591565
649,EECS 499,Advanced Directed Study,Engineering,ENG,Electrical Engr & Computer Sci,EECS,499,3.9016129032258067,124,400.0,False,0.0,True,91.93548387096774
650,EECS 501,Probability and Random Processes,Engineering,ENG,Electrical Engr & Computer Sci,EECS,501,3.621658986175116,434,500.0,False,0.0,False,67.97235023041475
651,EECS 504,Foundations of Computer Vision,Engineering,ENG,Electrical Engr & Computer Sci,EECS,504,3.7593220338983047,59,500.0,False,0.0,False,83.05084745762711
652,EECS 511,A/D Interfaces,Engineering,ENG,Electrical Engr & Computer Sci,EECS,511,3.7484848484848485,33,500.0,False,0.0,False,78.78787878787878
653,EECS 520,Solid State Physics,Engineering,ENG,Electrical Engr & Computer Sci,EECS,520,3.6526315789473687,38,500.0,False,0.0,False,60.526315789473685
654,EECS 522,Analog Integr Ckts,Engineering,ENG,Electrical Engr & Computer Sci,EECS,522,3.6749999999999994,36,500.0,False,0.0,False,75.0
655,EECS 537,Classical Optics,Engineering,ENG,Electrical Engr & Computer Sci,EECS,537,3.450602409638554,83,500.0,False,0.0,False,49.39759036144578
656,EECS 542,Advanced Topics in Computer Vision,Engineering,ENG,Electrical Engr & Computer Sci,EECS,542,3.901587301587302,126,500.0,False,0.0,True,99.20634920634922
657,EECS 545,Machine Learning,Engineering,ENG,Electrical Engr & Computer Sci,EECS,545,3.697636632200886,677,500.0,False,0.0,False,73.11669128508123
658,EECS 549,Information Retrieval,Engineering,ENG,Electrical Engr & Computer Sci,EECS,549,3.9,39,500.0,False,0.0,True,100.0
659,EECS 551,"Matrix Methods for Signal Processing, Data Analysis and Machine Learning",Engineering,ENG,Electrical Engr & Computer Sci,EECS,551,3.6203856749311294,363,500.0,False,0.5509641873278237,False,65.84022038567493
660,EECS 560,Linear Systems Theory,Engineering,ENG,Electrical Engr & Computer Sci,EECS,560,3.565137614678899,109,500.0,False,0.0,False,56.88073394495413
